id,tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Kalimat_Alay,Kalimat_Abusive,Total_KA,Total_A,total_char,total_word,lebel,Type,apakah_ada_kata_enak
57769,user itu isinya para cebong yg gk ngerti islam....',1,1,0,1,0,0,0,0,1,0,1,0,"user,yg,gk,ngerti",cebong,6,14,51,9,9,Anoying,0
57770,"gua dah kabor nak bagi gua specific task jangan masuk campur, bajingan'",1,1,1,0,0,0,0,0,1,1,0,0,"gua,dah,kabor,gua,specific",,0,22,71,12,12,Alay,0
57771,"dan siapa salah satu kroni terdkt soeharto? gak lain sudono salim, alias liem sioe liong. pemilik kerajaan bisnis salim group. siapa yg gak kenal nama itu bg mrka yg besar di era soeharto? keturunan cina, aseng, minjam istilah partisan pks/gerindra/pan,",0,0,0,0,0,0,0,0,0,0,0,0,"terdkt,gak,yg,gak,bg,mrka,yg,minjam",,0,28,253,40,40,Alay,0
57772,"user user selain harus suara yg bagus, apkah prnampilan dan wajah yg cantik/ganteng yg bkalan dipilih lolos kdi ya, ap mngkin org yg punya cacat fisik ataupun brwajah kurang cantik gak bkalan dilirik mskipun suaranya baguss...?? #obrolanekz",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,yg,apkah,prnampilan,yg,yg,bkalan,ap,mngkin,org,yg,brwajah,gak,bkalan,mskipun",cacat,5,71,240,37,37,Anoying,0
57773,"betul bang hancurkan merka bang, musnahkan china babi dibumi pertiwi indonesia, berkedok reklamasi itu ahok",1,1,0,1,0,1,0,0,0,0,1,0,"merka,china,dibumi",babi,4,16,107,15,15,Anoying,0
57774,sesama budha radikal harus saling melindungi? usir dubes myanmar. saverohingya prayforrohingya,1,0,0,1,1,1,0,0,0,0,0,1,"budha,dubes,saverohingya,prayforrohingya",,0,37,94,11,11,Alay,0
57775,"ð??? kylaaaaaaya instagram update; ; ð???fakultas ilmu budaya, universitas indonesia; ; êµ¿ëª¨ë??ð???",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,101,12,12,Netral,0
57776,"user user si user emang dungu tak bertepi. sampah plastik yg dibahas bu user , eh dia nyamber soal hankam. bang fahri, after 2019 jd nelayan aja dah, soalnya sudah pasti anda gak bisa maju jd caleg independen.'",1,1,1,0,0,0,0,0,1,1,0,0,"user,user,si,user,emang,yg,user,nyamber,jd,aja,gak,jd,caleg","dungu,sampah",11,47,210,38,38,Anoying,0
57777,"kita bisu, kata bungkam\ndi matamu aku perlahan padam\nbersama debarmu yang kian samar\nsenja menghitam bersorak merayakan kepergian\nmencatat kembali sebuah kehilangan.\n\nuser'",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,178,19,19,Netral,0
57778,"user user user iya sih, apa lagi lawannya boleh di bilang berat. karena aparat negara juga ikut andil. ya mudah2an aja #2019gantipresiden biar para cukong tidak jumawa lagi, biar para cukong tidak sok berkuasa lagi dan biar megatron dapa",1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,mudah2an,aja,dapa",,0,27,237,39,39,Alay,0
57779,saya sangat dapat memahami jika para birokrat (asn) banyak yang tidak menyukai presiden user sekarang sulit bagi mereka yang ingin menambah penghasilan dengan korupsi/pungli; takut sama kpk/saber pungli. selain itu jokowi memang menginginkan agar asn be,0,0,0,0,0,0,0,0,0,0,0,0,"user,asn",,0,7,253,36,36,Alay,1
57780,rt user: tutorial ngeluarin goblok dari otak....',0,1,0,0,0,0,0,0,0,0,0,0,ngeluarin,goblok,6,9,49,7,7,Anoying,0
57781,user user nah loh skrg ngaku kalo ibu lu di gangbang sm babi sipit...emang nya mangkal dimana ibu lu itu cung? hihihihihi\xf0\x9f\x98\x86',1,1,1,0,0,1,0,0,0,1,0,0,"user,user,loh,skrg,ngaku,kalo,lu,sm,lu",babi,4,30,138,22,22,Anoying,0
57782,yusril: kelompok islam tertindas di era jokowi.? #fakta #2019gantipresiden,1,0,0,1,1,0,0,0,0,0,1,0,,,0,0,74,9,9,Netral,0
57783,pemerintah anti kritik pemerintah anti islam pemerintah antek pki pemerintah antek yahudi alasanbikinaksi kantaibanget,1,1,0,1,1,1,0,0,0,0,1,0,"pki,alasanbikinaksi,kantaibanget","antek,antek",10,30,118,14,14,Anoying,0
57784,"agenda demo dari turunkan jokowi, penjarakan ahok trus ke pki besok mungkin demo suruh angkat prabowo jd presiden. aksi299 aksimaksa",1,0,1,0,0,0,0,0,1,0,0,1,"trus,pki,jd,aksi299,aksimaksa",,0,25,132,20,20,Alay,0
57785,"user jadi ateis karena terlihat edgy itu gimana sih nder?? tolong kasih gue pencerahan dong? karena pada dasarnya atheis itu suatu kepercayaan, bukan suatu ""alat"" untuk terlihat edgy atau terlihat keren.'",0,0,0,0,0,0,0,0,0,0,0,0,"user,gimana,atheis",ateis,5,16,204,31,31,Anoying,0
57786,"kita habis-habisan aja, bang. usir kafir & cina dari nusantara. merekalah racun akidah, tukang sogok, kristenisasi, pelacur, miras. kafir anjing!",1,1,0,1,1,1,0,1,0,0,0,1,,"kafir,kafir",10,0,145,20,20,Abusive,0
57787,user user user user user user user user haha die lagi \xf0\x9f\x91\x89 user media bloon dasar tempurung dongo!',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user,user,user,user,die,user,bloon",,0,44,111,18,18,Alay,0
57788,"user iya eh sumpah awalnya tuth dikit doang diujung nyadarnya pas pulang dari patbingsoo pas aku bangun sahur edan dah 1 hape :""'",0,1,0,0,0,0,0,0,0,0,0,0,"user,dikit,nyadarnya,dah,hape",edan,4,25,129,23,23,Anoying,0
57789,user user melina berarti pernah maen sitip mah',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,maen",sitip,5,12,47,8,8,Anoying,0
57790,"user [temen hamil diluar nikah, suaminya adek kls gua dan di d.o pas gua dh lulus. dr wkt wisuda udh ada org tua murid yg berasa itu perut blendung bkn karna gendut. sempet dibecandain jg kl dia hamil eh taunya beneran. skrg udh lahiran &amp; yah m",0,0,0,0,0,0,0,0,0,0,0,0,"user,diluar,adek,kls,gua,gua,dh,dr,wkt,udh,org,yg,blendung,bkn,karna,sempet,dibecandain,jg,kl,skrg,udh,yah,m",,0,86,248,47,47,Alay,0
57791,"w'kesian kes ma oposisi.makin ksni y malah jd bolot.! soal itung mengitung sri mulyani mah emang suhu y,boleh dibilang klas dunia, url",1,1,0,1,0,0,1,0,0,0,1,0,"ma,ksni,y,jd,itung,mengitung,mah,emang,klas,url",,0,38,134,22,22,Alay,0
57792,"user kayak ayam kelaperan...semua dimakan, karet, batu, sampah dsb....; adeuhh",0,0,0,0,0,0,0,0,0,0,0,0,"user,adeuhh",sampah,6,10,78,10,10,Anoying,0
57793,"tasik chini yg diiktiraf rizab biosfera oleh unesco sesungguhnya kaya dengan khazanah alam semulajadi, flora &amp; fauna.; ; namun sejak 2009, persekitaran kawasan itu semakin terjejas akibat kegiatan pembalakan, perlombongan &amp; perladangan yg tidak ter",0,0,0,0,0,0,0,0,0,0,0,0,"yg,kaya,terjejas,perlombongan,yg",,0,28,256,35,35,Alay,0
57794,"user user selain karena kesalahan membawa ayat agama tp ahok juga tidak pernah spesifik bilang ulama, tp kenapa juga dituduhkan menghina ulama juga? mohon pencerahan.",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,tp,tp",,0,12,166,25,25,Alay,0
57795,"mereka siang malam maki2 ulama kita, nongkrongi medsos ulama2\nbela penista agama yg sombongnya minta ampun.",1,1,0,1,1,0,0,0,0,0,1,0,"maki2,nongkrongi,medsos,yg,minta",,0,28,108,15,15,Alay,0
57796,rt user: user ada cebong gendheng ngamuk2 belain si homo penista agama!! hahaha user user user,1,1,1,0,1,0,0,1,0,1,0,0,"user,gendheng,ngamuk2,belain,si,hahaha,user,user,user","cebong,homo",10,45,94,16,16,Anoying,0
57797,user user masih noo,0,0,0,0,0,0,0,0,0,0,0,0,"user,user,noo",,0,11,19,4,4,Alay,0
57798,user user mas...saya nanya hanzola. jangan ikutan ngegas dong..\nkan dia yg komen akidah islam ga sama dgn katolik yg bisa pake inkulturasi ? jadi harus dgn kekerasan kan ? budaya dikalahkan.',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,nanya,ngegas,yg,ga,dgn,yg,pake,dgn",,0,35,192,31,31,Alay,1
57799,user user user user he he ... kalau sdh begini org lain disalahkan? kasih tahu temen jangan semua org dan bahkan sesama muslim dibilang kafir?',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,sdh,org,temen,org",,0,30,143,25,25,Alay,0
57800,"user user user user user user udah tolol, bencong lagi.... bencoooooooonnnnnnggggg...... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xaa'",1,1,1,0,0,0,0,1,0,1,0,0,"user,user,user,user,user,user,udah",bencong,7,28,138,12,12,Anoying,0
57801,"user hahaha ini masih sebarisan yg panik gerindra-pd brkoalisi jd berusaha memecah koalisi lwn jkw,panik ya asal bunyi gini(anak sd bs jawab:kalau sby dibalik rezim jkw,tak sulit ahy jd cawapres jkw,kebagian menteri,gak bakal saling sindir dll..)",0,0,0,0,0,0,0,0,0,0,0,0,"user,hahaha,yg,brkoalisi,jd,lwn,sd,bs,sby,ahy,jd,cawapres",rezim,5,46,246,36,36,Anoying,0
57802,"saumur nyunyuhun hulu,di ajar ngaji geus sababaraha guru,,,\nda can pernah guru ngaji uing ngomong aya islam nusantar..\npadahal da keur uing leutik nu geh ges aya..\n\nnaha kiwari jaman rejim pak de joko muncul islam numacem""..\naya senam na sagala ,,\x",0,0,0,0,0,0,0,0,0,0,0,0,"saumur,ngaji,geus,sababaraha,ngaji,uing,ngomong,aya,da,uing,leutik,geh,ges,de,sagala",rejim,5,70,254,38,38,Anoying,0
57803,user user \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3kira kira ekspresi pas kaget nya gimana ya?? teriak ayam ayam apa cebong cebong cebong',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,gimana","cebong,cebong",12,14,129,17,17,Anoying,0
57804,user - ppp gelar munas alim ulama bahas cawapres jokowi,0,0,0,0,0,0,0,0,0,0,0,0,"user,munas,cawapres",,0,17,55,10,10,Alay,0
57805,user user user user hti emang perlu di bubarkan,1,0,0,1,0,0,0,0,1,0,0,1,"user,user,user,user,hti,emang",,0,24,47,9,9,Alay,0
57806,emg kntl ini indihome -_-',1,1,0,1,0,0,0,1,0,0,1,0,"emg,kntl",,0,7,26,5,5,Alay,0
57807,apa boleh aku simpulkan.\nakhirnya semua pada cuci tangan mencari selamat sendiri?...\nkalo ya..brengsek... url,0,1,0,0,0,0,0,0,0,0,0,0,url,,0,3,111,13,13,Alay,0
57808,ayo adakan referendum bubarkan dpr ri atau kpk,1,0,0,1,0,0,0,0,1,0,0,1,"dpr,kpk",,0,6,46,8,8,Alay,0
57809,cina kembali gelontorkan dana ke filipina untuk perang marawi url url,1,0,0,1,0,1,0,0,0,0,1,0,"url,url",,0,6,69,11,11,Alay,0
57810,user pembacaan pancasila dalam setiap upacara tak masalah diganti syahadat nkri yang berisi initi dari pancasila,1,0,0,1,1,0,0,0,0,0,1,0,"user,nkri,initi",,0,13,112,16,16,Alay,0
57811,"user koar"" ngaku anti aseng &amp; asing cuma ada pas pilkada atau pilpres aja. \xf0\x9f\x98\x86\xf0\x9f\x98\x86'",0,0,0,0,0,0,0,0,0,0,0,0,"user,ngaku,aseng,pilkada,pilpres",asing,5,28,112,15,15,Anoying,0
57812,orang kristen belum tentu orang percaya tetapi orang percaya sudah pasti orang kristen',0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,87,13,13,Netral,0
57813,"untuk pemerintah rezim tongkol, dan polisi tongkol; yang penting ulama dikasuskan ye ken?? #stopkriminalisasiulama'",1,1,0,1,1,0,0,0,0,0,1,0,ye,rezim,5,2,115,14,14,Anoying,0
57814,rt user: #nomor2koruptor negeri para korup diasuh cino babi url,1,1,0,1,0,1,0,0,0,0,1,0,"cino,url",babi,4,7,63,10,10,Anoying,0
57815,hidup china komunis ! https:\/\/t.co\/b1rhevkrxl,1,0,0,1,0,1,0,0,0,0,1,0,china,komunis,7,5,48,5,5,Anoying,0
57816,"user dowoon lah jadi keak cool2 najis minta ditabok gitu gaksie:""('",0,1,0,0,0,0,0,0,0,0,0,0,"user,keak,cool2,minta,gitu",najis,5,22,67,11,11,Anoying,0
57817,ternyata komunis juga bisa nangis',0,0,0,0,0,0,0,0,0,0,0,0,,komunis,7,0,34,5,5,Abusive,0
57818,user user lo nya lah yg ngentot tu',1,1,1,0,0,0,0,1,0,1,0,0,"user,user,lo,yg",ngentot,7,12,35,8,8,Anoying,0
57819,rt user user jgb mimpi pak klo kroco kroco bapak inginnya impor padahal stok banyak,1,0,1,0,0,0,0,0,1,1,0,0,"user,user,klo",,0,11,83,15,15,Alay,0
57820,"user user user user user sensi amat jd manusia.. menyatukan semua elemen lintas agama? gak salah tu.. bukannya yg kmaren yg demo tandingan 212 berasal dr semua lintas agama, budaya dan adat.. berarti masih kecil dong ka",1,0,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,user,sensi,jd,gak,yg,kmaren,yg,dr,ka",,0,44,219,37,37,Alay,0
57821,rt user: teriakin ombusmin dan ombusman banci kaleng....\n#ombusdmanbancikaleng url,1,1,0,1,0,0,0,1,0,0,1,0,"teriakin,ombusmin,ombusman,url",banci,5,27,83,9,9,Anoying,0
57822,"ianya berlaku.\n\npenderitaannya itu akhirnya sampai ke pengetahuan abu bakar as-siddiq yang membeli zinnirah dengan harga tinggi. sejak itu, dia tekun beribadat dan dengan kurnia allah, kedua-dua matanya yang buta itu bercahaya semula. peristiwa yang me",0,0,0,0,0,0,0,0,0,0,0,0,"ianya,beribadat",buta,4,14,254,35,35,Anoying,0
57823,"""assalamualaikum"" ibu"" kerudungan yang saya gak kenal nyeletuk depan rumah saya. mau survey katanya, malah nanya ""kenapa ada poster poster film dipajang digarasi?"", gua bilang ya karena kerja di media kayak gitu, terus mereka gajadi survey, mungkin gua m",0,0,0,0,0,0,0,0,0,0,0,0,"gak,survey,nanya,gua,gajadi,gua,m",,0,27,254,39,39,Alay,1
57824,user ew gue mau budek ah',0,0,0,0,0,0,0,0,0,0,0,0,"user,ew",budek,5,6,25,6,6,Anoying,0
57825,ini mama orang ntt,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,18,4,4,Netral,0
57826,"user ""ah, namanya memang agak aneh sih. tapi kupikir karena asing saja?"" tanggapnya sembari memanggut-manggutkan kepala.\n\ntawa ringan meluncur saat melihat respons menggemaskan dari candy. tanpa sadar tangannya terulur mengusak surai sang puan. """,0,0,0,0,0,0,0,0,0,0,0,0,"user,kupikir,mengusak",asing,5,19,248,33,33,Anoying,0
57827,jejak analog.. silakan di save kali aja mau di re-post bulan depan 23 mei 2018 percis 20 tahun ya?,0,0,0,0,0,0,0,0,0,0,0,0,aja,,0,3,98,19,19,Alay,0
57828,user user user user ada pki ya bu? saya tak melihatnya',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,pki",,0,19,55,11,11,Alay,1
57829,"belum pernah ada pelatih asing yang menjuarai piala dunia. yang terbaru, roberto martinez (melatih belgia), juga gagal di semifinal.'",0,0,0,0,0,0,0,0,0,0,0,0,,asing,5,0,133,19,19,Abusive,0
57830,user isu rohingya memang perlu digoreng utk agar presiden jokowi tampil layaknya seorang pemimpin bangsa besar,1,0,1,0,0,0,0,0,1,1,0,0,"user,utk",,0,7,110,16,16,Alay,0
57831,"user lu bolot, lemot. masa gitu doang ga ngerti'",1,1,1,0,0,0,1,0,0,1,0,0,"user,lu,gitu,ga",,0,12,48,9,9,Alay,0
57832,"dari rakyat biasa pada umumnya dan masih tetap bersahaja meski sdh jadi presiden, kecuali semangat nya yg luar biasa untk indonesia",0,0,0,0,0,0,0,0,0,0,0,0,"sdh,yg,untk",,0,9,131,21,21,Alay,0
57833,"makin ke sini makin ngerasa bacot orang gada habisnya, tapi hidupnya tetep gitu gitu aja.'",0,1,0,0,0,0,0,0,0,0,0,0,"ngerasa,gada,tetep,gitu,gitu",bacot,5,24,90,15,15,Anoying,0
57834,ok masalahnya aku sikda pun banding kolej mrsm ngan sbp???? aku just padah jangan banding result exam tiga buah sekolah ya bah paloi????? aku padah tiga2 ya paper exam lain bah bebal???? kau paloi kah bodo??????',0,1,0,0,0,0,0,0,0,0,0,0,"ok,sikda,kolej,mrsm,ngan,tiga2,kau",,0,28,212,36,36,Alay,0
57835,"user user itu pola pikir manusia,brengsek, dungu, yang sangat merugikan orang lain....\xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac'",1,1,1,0,0,0,0,0,1,1,0,0,"user,user",,0,8,167,12,12,Alay,0
57836,user user \nuser user user \n\nangkut gk nih???itung itung buat gantiin petar dan cari pemain asing yg lebih berkualitas',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,gk,itung,gantiin,yg",asing,5,32,121,19,19,Anoying,0
57837,pengen benget jilet memek',0,1,0,0,0,0,0,0,0,0,0,0,"pengen,benget,jilet",,0,17,26,4,4,Alay,0
57838,"apalagi temen gue yg onoh, yang gw chat panjang balesnya ok doang. susu kntl manis lu.'",1,1,1,0,0,0,0,0,1,1,0,0,"temen,yg,gw,balesnya,ok,kntl",,0,23,87,16,16,Alay,0
57839,"user user user user user neng andi, ngopi dulu gihh..\n\xf0\x9f\x98\x92congor lu konslet \xf0\x9f\x98\x85'",1,1,1,0,0,0,1,0,0,1,0,0,"user,user,user,user,user,ngopi,lu,konslet",,0,34,106,13,13,Alay,0
57840,"serbuan tka china, lalu polisi bersama, lalu penyelundupan senpi... hmmm \xf0\x9f\x98\x96 ada apa yaaa?... url",1,0,0,1,0,1,0,0,0,0,1,0,"tka,url",,0,6,110,15,15,Alay,0
57841,user rendang #asliserunya\nuser user user',0,0,0,0,0,0,0,0,0,0,0,0,"user,user",,0,8,42,5,5,Alay,0
57842,"rt user: main layangan\n\n\xf0\x9f\x91\xa6 benang kuat kan, takut putus nanti\n\n\xf0\x9f\x91\xa8 ga mungkin putus, kita jarang berantem\n\n\xf0\x9f\x91\xa6 tai\n\n-gobs'",0,1,0,0,0,0,0,0,0,0,0,0,ga,,0,2,170,17,17,Alay,0
57843,user waduh gembel warnet..lu demen amat ngikutin gua ? ehh..lu posting2 kayak gambar diatas emang lu udah berani ngadepin polisi ??? user user tolong nih bapak2 karena udah masuk pasal penghinaan terhadap presiden...',1,1,1,0,0,0,0,0,1,1,0,0,"user,demen,ngikutin,gua,posting2,diatas,emang,lu,udah,ngadepin,user,user,bapak2,udah",gembel,6,71,217,33,33,Anoying,0
57844,user user user ga sembuh sembuh dungu nya mereka kanda user \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,ga,user",dungu,5,18,141,12,12,Anoying,0
57845,"akhirnya dapet pencerahan jg soal adora-hilman-alina. too complicated, tp faker emg bener ada sih di rl, emg nyatanya ada kok yg seniat itu buat jd faker. gila gasi. gapaham sih kenapa mesti jd faker gt? apa sbnrnya doi penyuka sesama jenis yg show off gt? apa gmnsi:('",0,1,0,0,0,0,0,0,0,0,0,0,"dapet,jg,tp,faker,emg,bener,emg,yg,jd,gapaham,jd,faker,sbnrnya,doi,yg",gila,4,55,269,47,47,Anoying,0
57846,"#gelangkode mereka anggap operasi intelejen. dasar manusia fiksi dungu, sana belajar dulu ilmu intelejen.'",1,1,0,1,0,0,0,0,1,0,1,0,,,0,0,106,14,14,Netral,0
57847,eh ketauan proyek nya cina yg garap? terlalu!! apa putra putri indonesia gak diberi kesempatan? url,1,0,0,1,0,1,0,0,0,0,1,0,"ketauan,yg,gak,url",,0,15,99,16,16,Alay,0
57848,tas berisi bom yang ditemuin semalem deket kosan ternyata cuma tas isi alat kesehatan. bikin geger yang belom balik aja :( berisik banget kemaren mobil polisi',0,0,0,0,0,0,0,0,0,0,0,0,"ditemuin,semalem,deket,kosan,belom,aja,kemaren",,0,40,159,26,26,Alay,0
57849,"user lah gue ampe dikatain kampang, ya gue mah anggep bercandaan aja'",0,1,0,0,0,0,0,0,0,0,0,0,"user,ampe,dikatain,mah,anggep",,0,25,69,12,12,Alay,0
57850,"user user user lah, saya ateis, ga ada kitabnya :p\n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,ga",,0,14,167,10,10,Alay,1
57851,"(41) program16: pembangunan pusat olahraga, seni, dan budaya di setiap kota/kabupaten. #asyikm3nang user #asyikm3nang",0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,117,14,14,Alay,0
57852,"user user user user user user logikanya arab saudi invest ke china 800 t, sementara china invest ke indonesia malah pada protes.. kan tolol itu namanya..\xf0\x9f\x98\xa3'",1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,user,user,invest,china,china,invest",tolol,5,46,170,26,26,Anoying,0
57853,rt user: ayoo jaga keutuhan nkri!!! tangkap penista agama!!! #stopkriminalisasiulama https:\/\/t.co\/dxidq4zqhv,1,0,1,0,0,0,0,0,1,0,0,1,ayoo,,0,4,111,11,11,Alay,0
57854,"brushalah,sampai\nsi buta melihat si bisu berbicara kepada si tuli'",0,0,0,0,0,0,0,0,0,0,0,0,"si,si","buta,bisu",8,4,67,9,9,Anoying,0
57855,ayo lengserkan jokowi. dimulai dari bugis.,1,0,1,0,0,0,0,0,1,0,0,1,,,0,0,42,6,6,Netral,0
57856,rt user user user se7. jokowi hrs berani. lengserkan gatot. jokowiagain,1,0,1,0,0,0,0,0,1,0,0,1,"user,user,user,hrs,jokowiagain",,0,26,71,11,11,Alay,0
57857,user user cebong dongo.... 4 tahun kate lw... pekok.....\nemang ada kayak gitu....fitnah aja lw gedein...otak di upgrade dikit napa!',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,aja,lw,upgrade,dikit",cebong,6,25,133,19,19,Anoying,0
57858,user karna lu jbjbnya udah siang coba tdi pagi pasti masih pagi yakan? tolong jangan goblok tang wkwk',0,1,0,0,0,0,0,0,0,0,0,0,"user,karna,lu,jbjbnya,udah,tdi",goblok,6,25,102,18,18,Anoying,0
57859,tangkap ahok dan klompok nya yg melakukan pemalsuan e ktp karna merupakan penghiyanat bagi bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1,"klompok,yg,ktp,karna,penghiyanat",,0,28,108,17,17,Alay,0
57860,"user user saya sgt memaklumi bhw krn faktor umur penyakit pikun anda, hny bantu kasih tau aja"" anda sdg mendiskreditkan asn' anda sdg mengumbar kelemahan presiden atas ketidaksukaan bawahannya thdp nya' aku yakin presiden risih dgn puja puji,",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,sgt,bhw,krn,hny,sdg,sdg,thdp,dgn",,0,33,242,38,38,Alay,1
57861,sebenarnya presiden itu mau diganti dengan apa/siapa sih ?,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,58,9,9,Netral,0
57862,"dilema hp wafat disaat bokap nyokap lg dinas luar pulau dan adek lg ikut pengkaderan jd ga pulang2 dan lo sendirian dirumah.. wah edan kali kau nuy :"")'",0,1,0,0,0,0,0,0,0,0,0,0,"hp,disaat,bokap,nyokap,lg,adek,lg,pengkaderan,jd,ga,pulang2,lo,kau",edan,4,54,152,28,28,Anoying,0
57863,user celeng ngomong celeng',1,1,1,0,0,0,0,0,1,1,0,0,"user,ngomong",celeng,6,11,27,4,4,Anoying,0
57864,gue doa aja kagak kuat liatnye menang jo aminn\nmana dr kampus ampe warung mi ayam pada ngomongin jojo wow sih haha ...di rl gt juga dong wah w kira tl aja yg rame\xf0\x9f\x91\x8f\xf0\x9f\x91\x8a\xf0\x9f\x91\x8d',0,0,0,0,0,0,0,0,0,0,0,0,"aja,kagak,liatnye,dr,ampe,ngomongin,wow,gt,w,tl,aja,yg",,0,43,212,33,33,Alay,0
57865,"bisa bayangin ga kalau jadi presiden atau wakil presiden. kerjanya ongkang"" kaki sambil ngutang pemasukan.",0,0,0,0,0,0,0,0,0,0,0,0,"bayangin,ga,ngutang",,0,17,106,15,15,Alay,0
57866,"\xc2\xb6 {{ intinya saya mencintai apa yang saya cintai dan yg mau mencintai saya. gak peduli siapapun kamu, mau cewe, cowo, straight, gay, lesbian, transgender, whatever who you are, kalo kamu baik sama aku, aku akan baik.'",0,0,0,0,0,0,0,0,0,0,0,0,"yg,gak,whatever,you,kalo",,0,20,224,37,37,Alay,1
57867,"mari kita lengserkan user , dan kita jadikan pak user presiden. biar tambah gila tuh ahogers, wkwkwk",1,1,1,0,0,0,0,0,1,0,0,1,"user,user,tuh,wkwkwk",gila,4,17,100,17,17,Anoying,0
57868,rp haneul sok pemes padahal cupu mau aja dientotin.yang on retweet',1,1,1,0,0,0,0,1,0,1,0,0,"rp,aja",cupu,4,5,67,11,11,Anoying,0
57869,statemen pak user ttg kartu kredit akan jadi bahan nyinyiran baru. krn sblmnya bu smi bilang utang ln itu spt kartu kredit.,1,0,1,0,0,0,0,0,1,1,0,0,"statemen,user,ttg,nyinyiran,krn,sblmnya,spt",,0,37,123,22,22,Alay,0
57870,"user 1.melaui kredit konsorsium 4 bank asing, inalum akuisisi 51% saham mc moran di fi. diperlukan dana hampir 100 trilyun utk akuisisi 51% saham. artinya dividen yg akan diperoleh inalum digunakan utk bayar hutang. butuh waktu berapa lama melunas",0,0,0,0,0,0,0,0,0,0,0,0,"user,trilyun,utk,yg,utk",,0,19,247,39,39,Alay,0
57871,"user benar kata seorang profesor asal palestina dr adnan ibrahim, untuk mencari kebenaran manusia harus melihat ke dalam dirinya sendiri, kepada fitrah yang diberikan tuhan padanya, kebenaran bukan dari ulama ataupun ustadz",0,0,0,0,0,0,0,0,0,0,0,0,"user,dr,ustadz",,0,12,223,32,32,Alay,0
57872,user pengawean gue bacanya peng eue an',0,1,0,0,0,0,0,0,0,0,0,0,"user,pengawean,eue",,0,16,39,7,7,Alay,0
57873,babak baru penguasaan dan pengusahaan pertambangan freeport di indonesia.\n\nsemoga tidak jauh dari seperti apa yang saya gambarkan dalam tabel: rezim kontrak dan kepemilikan saham pt freeport indonesia.\n\n#indonesia #nawacita #sinergibumn #inalum #fcx,0,0,0,0,0,0,0,0,0,0,0,0,,rezim,5,0,253,31,31,Abusive,1
57874,user ngewe napa',0,1,0,0,0,0,0,0,0,0,0,0,user,ngewe,5,4,16,3,3,Anoying,0
57875,"user ini setan muncul dimana"" heran'",0,1,0,0,0,0,0,0,0,0,0,0,user,setan,5,4,36,6,6,Anoying,0
57876,"kalau rakyat jawa barat menginginkan perubahan mendasar untuk pembangunan jawa barat yanag signifikan, maka tidak ada pilihan selain memilih gubernur yang selaras dengan program2 presiden jokowi :); #hasanah2menang",0,0,0,0,0,0,0,0,0,0,0,0,"yanag,program2",,0,13,214,28,28,Alay,0
57877,najis jam segini belom tidur malah baru masak nasi hmmmmz',0,1,0,0,0,0,0,0,0,0,0,0,belom,najis,5,5,58,10,10,Anoying,0
57878,"kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos bersama presiden jokowi, ikut serta membantu mengentaskan kemiskinan. #khofifahemiljatimsatu",0,0,0,0,0,0,0,0,0,0,0,0,mensos,,0,6,166,20,20,Alay,0
57879,"nonton tv isinya banci mulu, yutub juga...ahhh elahhh'",0,1,0,0,0,0,0,0,0,0,0,0,"nonton,tv,yutub",banci,5,13,54,8,8,Anoying,0
